"ID_Atleta","Nome_Atleta","Apelido","Posição","Status","Clube","Pontos","Preço","Variação","Média","Jogos"
"105947","Hugo Lorenzo Quintana Escobar","Hugo Quintana","Meia","Nulo","Palmeiras",0,1,0,0,0
"95464","Gregore de Magalhães da Silva","Gregore","Meia","Provável","Bahia",3.4,5.7,0.62,0.88,27
"109461","Calebe Gonçalves Ferreira da Silva","Calebe","Meia","Nulo","Atlético-MG",4.7,1.56,0.78,0.86,7
"107991","Jaime Alberto Alvarado Hoyos","Alvarado","Meia","Dúvida","Athletico-PR",0,3.45,0,0.45,14
"106000","Lucas de Ramos Silveira","Lucas Ramos","Meia","Nulo","Internacional",0,1,0,0,0
"100969","Ronald dos Santos Lopes","Ronald","Meia","Provável","Fortaleza",0.3,2.77,-0.68,1.62,25
"92981","Ronaldo da Silva Souza","Ronaldo","Meia","Provável","Bahia",3.5,4.18,-0.18,2.6,21
"102909","Luan Vinícius da Silva Santos ","Luan","Meia","Provável","São Paulo",2.3,3.55,0.18,0.84,23
"111407","Luis Gustavo da Silva Machado Duarte","Luis Mandaca","Meia","Nulo","Corinthians",0,1,0,0,0
"107255","Harley D'Lincon Ribeiro da Rocha","Lincon","Meia","Nulo","Goiás",0,1,0,0,0
"80393","Fábio Gonçalves","Fabinho","Meia","Nulo","Ceará",0,5.02,0,2.8,30
"101484","Thonny Anderson da Silva Carvalho","Thonny Anderson","Meia","Nulo","Bragantino",0,3.77,0,0.03,8
"107746","César Coelho Campos Júnior","Cesinha","Meia","Provável","Botafogo",1,1.06,0.03,1.97,4
"79701","Lucas Silva Borges","Lucas Silva","Meia","Nulo","Grêmio",2,5.54,-0.01,2.08,30
"107400","Marthã Fernando Gonçalves Pimenta","Marthã","Meia","Nulo","Ceará",0,0.83,0,-0.47,3
"95794","Nathanael Ananias da Silva","Nathan Silva","Meia","Nulo","Coritiba",-0.3,1.82,-0.24,0.42,18
"37688","Cícero Santos","Cícero","Meia","Nulo","Botafogo",0,4.43,0,1.27,9
"81776","Bruno dos Santos Nazário","Bruno Nazário","Meia","Nulo","Botafogo",-0.4,6.5,-0.12,2.49,24
"83266","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","Meia","Nulo","Internacional",0,3.18,0,0.63,27
"100084","Igor Silveira Gomes","Igor Gomes","Meia","Nulo","São Paulo",-1.4,3.42,-0.6,1.35,30
"86859","José Welison da Silva","José Welison","Meia","Nulo","Botafogo",0,4.26,0,2.61,14
"87999","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","Meia","Provável","Palmeiras",2.6,6.04,-1.35,2.33,19
"110631","Wesley Hudson da Silva","Wesley","Meia","Nulo","Atlético-MG",0,1,0,0,0
"110725","Ramon César Cirino","Ramon César","Meia","Nulo","Palmeiras",0,1,0,0,0
"100844","Lucas Araújo de Oliveira","Lucas Araújo","Meia","Nulo","Grêmio",0,1,0,0,0
"93637","Bruno Nunes de Barros","Bruno Tubarão","Meia","Contundido","Bragantino",0,3.59,0,1.98,28
"102563","Kaio Nunes Ferreira","Kaio","Meia","Nulo","Goiás",0,3,0,0,0
"109591","Andrey Nascimento dos Santos","Andrey dos Santos","Meia","Nulo","Vasco",0,1,0,0,0
"68834","Francisco Rithely da Silva Sousa","Rithely","Meia","Nulo","Atlético-GO",0,2.91,0,-0.77,3
"107109","João Victor Gomes da Silva","Gomes","Meia","Nulo","Flamengo",0.3,1.7,-0.67,1.9,9
"87273","Carlos Vinícius Santos de Jesus","Carlinhos","Meia","Dúvida","Vasco",5.6,4.82,0.73,1.65,25
"107173","Michel Daryl Araújo Villar","Michel Araújo ","Meia","Nulo","Fluminense",0.9,6.54,0.22,3,26
"102301","Bruno da Silva Costa Leite","Bruno Leite","Meia","Nulo","Athletico-PR",0,0.78,0,1.13,3
"84428","Fernando Pereira do Nascimento","Fernando Sobral","Meia","Nulo","Ceará",0,12.98,0,4.42,33
"70925","Wescley Gomes dos Santos","Wescley","Meia","Nulo","Ceará",0,2.59,-0.15,1.17,19
"83433","Patrick Bezerra do Nascimento","Patrick","Meia","Provável","Internacional",1.8,12.35,-0.74,5.13,32
"109588","Gabriel Pereira dos Santos","Gabriel Pereira","Meia","Provável","Corinthians",-0.7,0.79,0.01,-0.4,5
"107678","Caio Lopes da Costa Schoell","Caio Lopes","Meia","Nulo","Vasco",0,0.93,0,0.12,5
"104504","Henrique Vermudt","Henrique Vermudt","Meia","Provável","Coritiba",0.6,1.58,0.13,0.51,8
"93791","Daniel Sampaio Simões","Daniel","Meia","Nulo","Bahia",0,3.97,0.66,1.52,24
"107501","Victor Bobsin Pereira","Victor Bobsin","Meia","Nulo","Grêmio",0,1,0,0,0
"73974","Alison Lopes Ferreira","Alison","Meia","Nulo","Santos",5,8.16,1.29,1.79,19
"38421","Rafael da Silva Francisco","Rafinha","Meia","Nulo","Coritiba",0,5.35,0,0.91,8
"107182","Francisco Tiago da Silva Santos","Tiago Silva","Meia","Nulo","Ceará",0,1,0,0,0
"110726","Caio Henrique Ribas Dias de Araújo","Caio Ribas","Meia","Nulo","Atlético-MG",0,1,0,0,0
"79023","Mattheus Andrade Gama de Oliveira","Mattheus","Meia","Nulo","Coritiba",1.3,4.11,-0.37,3.1,10
"80363","Alejandro Ariel Cabral","Ariel Cabral","Meia","Nulo","Goiás",0,4,0,0.96,16
"93550","Martín Nicolás Benítez","Benítez","Meia","Nulo","Vasco",0,8.84,0,3.36,23
"87552","Vitor Frezarin Bueno","Vitor Bueno","Meia","Nulo","São Paulo",0,7.18,0,2.09,26
"87009","Nathan Allan de Souza","Nathan","Meia","Nulo","Atlético-MG",0,9.68,0,2.91,23
"91415","Sebastián Enrique Salazar Beltrán","Salazar","Meia","Nulo","Goiás",0,4,0,0,0
"97520","Shaylon Kallyson Cardoso","Shaylon","Meia","Provável","Goiás",-0.1,3.58,-1.22,2.63,21
"61033","Rodrigo Eduardo Costa Marinho","Rodriguinho","Meia","Provável","Bahia",21.2,16.24,3.42,4.5,20
"110745","Kevin Malthus de Sousa Ribeiro","Kevin Malthus","Meia","Nulo","Santos",0,1,0,0,0
"91191","Gustavo Blanco Petersen Macedo","Gustavo Blanco","Meia","Nulo","Goiás",0,3.95,0,-1.1,3
"38939","Daniel Alves da Silva","Daniel Alves","Meia","Provável","São Paulo",0,11.03,0,1.79,24
"38311","Márcio Rodrigues Araújo","Márcio Araújo","Meia","Nulo","Sport",0,3.22,-0.45,0.82,9
"82876","Roberto Pimenta Vinagre Filho","Betinho","Meia","Provável","Sport",0,3.99,0,1.59,22
"72007","Uillian Correia Granemann","Uillian Correia","Meia","Nulo","Bragantino",0,2.21,0,-0.67,7
"105336","Geovane da Silva de Souza","Geovane","Meia","Nulo","Ceará",0,1,0,0,0
"110633","Gustavo Silva de Oliveira","Gustavo Oliveira","Meia","Nulo","Sport",-2.6,0.79,-0.03,-0.57,3
"93798","Matheus Rezende Assis","Rezende","Meia","Nulo","Goiás",0,1,0,0,0
"107797","Pedro Lucas Tapias Obermuller","Pedro Lucas","Meia","Nulo","Grêmio",0,1,0,0,0
"82455","José Rafael Vivian","Zé Rafael","Meia","Provável","Palmeiras",0.2,8.83,-0.39,2.73,22
"105902","José Gabriel dos Santos Silva","Zé Gabriel","Meia","Nulo","Internacional",1.4,2.56,0.97,1.17,22
"72362","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","Meia","Nulo","Internacional",0,3.73,0,0.62,29
"109573","Matheus Martinelli Lima","Martinelli","Meia","Nulo","Fluminense",2.2,2.07,-1.2,4.04,11
"101832","Matheus Bueno Batista","Matheus Bueno","Meia","Nulo","Coritiba",-1.8,1.78,-0.42,0.97,25
"101594","Hugo Moura Arruda da Silva","Hugo Moura","Meia","Provável","Coritiba",1.9,3.52,0.52,2.08,26
"50324","Hudson Rodrigues dos Santos","Hudson","Meia","Provável","Fluminense",0.9,5.05,0.22,1.32,23
"109261","João Vitor Cézar do Prado","João Vitor","Meia","Nulo","Bahia",0,1,0,0,0
"101315","Martín Nicolás Sarrafiore","Sarrafiore","Meia","Provável","Coritiba",0,2.87,0,2.26,15
"107752","Nicolas Miguel Morsch","Nicolas","Meia","Nulo","Internacional",0,1,0,0,0
"87747","Yago Felipe da Costa Rocha","Yago Felipe","Meia","Provável","Fluminense",1.1,4.56,-0.38,2.73,26
"101696","Walisson Oliveira da Silva","Walisson Pequeno","Meia","Nulo","Goiás",0,2,0,0,0
"104593","Darlan Pereira Mendes","Darlan","Meia","Provável","Grêmio",-2.4,3.68,-0.05,1.41,20
"38196","Maicon Thiago Pereira de Souza","Maicon","Meia","Nulo","Grêmio",0,3.13,0,0.57,15
"69705","Maycon Vinícius Ferreira da Cruz","Nikão","Meia","Provável","Athletico-PR",0.5,8.73,-0.5,1.98,24
"110709","Daniel Silva Santos","Daniel Silva","Meia","Nulo","Goiás",0,1,0,0,0
"96652","Allan Rodrigues de Souza","Allan","Meia","Provável","Atlético-MG",3.4,6.43,-0.07,1.55,28
"105647","Maurício Magalhães Prado","Maurício","Meia","Nulo","Internacional",0.9,5.33,0.37,2.14,8
"109265","Lucas Alisson da Silva Santos","Lucas Alisson","Meia","Nulo","Fortaleza",0,1,0,0,0
"78865","Rodrigo Dourado Cunha","Rodrigo Dourado","Meia","Provável","Internacional",4.8,5.9,-0.67,2.91,18
"38277","Thiago Neves Augusto","Thiago Neves","Meia","Provável","Sport",8.1,6.19,1.28,2.82,27
"96342","Charles Rigon Mattos","Charles","Meia","Provável","Ceará",1.9,6.5,-0.01,2.31,29
"96055","Yan Medeiros Sasse","Yan Sasse","Meia","Nulo","Coritiba",0,0.79,0,-0.05,18
"38315","Jadson Rodrigues da Silva","Jadson","Meia","Provável","Athletico-PR",3,3.93,0.58,0.02,8
"98832","Jean Pyerre Casagrande Silveira Correa","Jean Pyerre","Meia","Nulo","Grêmio",1.4,11.08,0.22,4.38,17
"104526","Luiz Henrique Augustin ","Luiz Henrique","Meia","Provável","Coritiba",0.1,1.51,-0.01,1.66,13
"82634","Matheus Galdezani","Matheus Galdezani","Meia","Nulo","Coritiba",0,10.47,0,3.8,23
"100987","Gustavo Nonato Santana","Nonato","Meia","Nulo","Internacional",0,4.04,0,2.35,11
"107882","Geilson Cerqueira Almeida","Geilson","Meia","Nulo","Fortaleza",0,1,0,0,0
"81091","Jair Rodrigues Júnior","Jair","Meia","Provável","Atlético-MG",11.5,9.07,0.95,3.31,25
"109324","Jean Carlos Quiñónez Preciado","Quiñonez","Meia","Nulo","Palmeiras",0,1,0,0,0
"107111","Richard Rios Montoya","Richard Rios","Meia","Nulo","Flamengo",0,1,0,0,0
"38913","Anderson Luiz de Carvalho","Nenê","Meia","Provável","Fluminense",-0.3,12.35,-0.83,4.77,28
"92496","Raul Lô Gonçalves","Raul","Meia","Provável","Bragantino",4.2,9.68,0.16,5.2,28
"104277","Antony Alves Santos","Antony","Meia","Nulo","Corinthians",0,1,0,0,0
"107519","Wendel Lessa de Macedo Gonçalves","Wendel","Meia","Nulo","Botafogo",0,1,0,0,0
"81682","Juan Ramón Cazares Sevillano","Cazares","Meia","Provável","Corinthians",0.9,9.13,-0.29,3.74,12
"106083","Breno Washington Rodrigues da Silva","Breno","Meia","Provável","Goiás",0,3.59,0,1.59,24
"101595","Luiz Henrique Araújo Silva","Luiz Henrique","Meia","Provável","Fortaleza",-1.3,1.46,-1.42,2.27,6
"109560","Matheus Purcelo Blecha de Moraes","Matheus Moraes","Meia","Nulo","Santos",0,1,0,0,0
"107744","Bruno Conceição Praxedes","Praxedes","Meia","Provável","Internacional",3.8,1.74,0.68,1.17,21
"106202","Bruno Gomes da Silva Clevelário","Bruno Gomes","Meia","Provável","Vasco",2.3,3.08,0.31,1.08,20
"85315","Víctor Danilo Cantillo Jiménez","Cantillo","Meia","Provável","Corinthians",0,5.21,0,1.72,17
"87262","Willian Marlon Ferreira Moraes","Willian Maranhão","Meia","Provável","Atlético-GO",5.2,3.51,0.88,1.14,21
"110962","Kayque Luiz Pereira","Kayque","Meia","Provável","Botafogo",1.6,1.59,0.49,1.8,3
"71844","Thiago Galhardo do Nascimento Rocha","Thiago Galhardo","Meia","Nulo","Internacional",0.9,17.22,-0.85,6.97,28
"100107","César Ignacio Pinares Tamayo","Pinares","Meia","Provável","Grêmio",0,4.61,0,1.12,9
"62104","Róbson Michael Signorini","Robinho","Meia","Nulo","Grêmio",0,4.19,0,0.93,11
"85931","Hyoran Kaue Dalmoro","Hyoran","Meia","Provável","Atlético-MG",0,11.46,0,4.76,25
"110832","Pablo Gabriel Sousa Alves","Pablo","Meia","Nulo","Fortaleza",0,1,0,0,0
"110190","Yuri de Oliveira","Yuri de Oliveira","Meia","Nulo","Flamengo",0,1,0,0,0
"91733","Luiz Antonio Ferreira Rodrigues","Felipe","Meia","Suspenso","Fortaleza",-0.7,4.81,0.16,2,30
"104502","Christian Roberto Alves Cardoso","Christian","Meia","Provável","Athletico-PR",-2.1,0.79,-0.14,0.23,27
"38909","Diego Ribas da Cunha","Diego","Meia","Provável","Flamengo",-1.6,4.86,-0.28,1.88,24
"78856","Marcos Antônio Almeida Silva","Marcão Silva","Meia","Provável","Sport",-2.7,3.67,-0.25,1.56,23
"102565","Miguel Ferreira Damasceno","Miguel Figueira","Meia","Provável","Goiás",3.1,2.34,-0.02,1.53,19
"78577","Ricardo Dias Acosta","Ricardinho","Meia","Nulo","Ceará",0,2.38,0,0.5,10
"86686","Danilo das Neves Pinheiro","Tchê Tchê","Meia","Provável","São Paulo",0.9,7.48,-1.29,2.37,27
"95770","Victor Hugo Santana Carvalho","Vitinho","Meia","Provável","Bragantino",3.8,2.82,0.51,1.53,3
"50301","Everton Cardoso da Silva","Everton","Meia","Provável","Grêmio",1.3,4.86,-0.06,1.56,14
"70986","Leonardo Cittadini","Léo Cittadini","Meia","Provável","Athletico-PR",2.9,12.18,0.33,3.71,28
"80583","Lucas Rafael Araújo Lima","Lucas Lima","Meia","Provável","Palmeiras",0.7,4.62,-1.38,1.66,25
"108714","Vitor Benedito Leque da Silva","Vitor","Atacante","Nulo","Atlético-GO",0,1.32,0,2.16,8
"102318","Caio Fernando de Oliveira","Caio Paulista","Atacante","Nulo","Fluminense",0,3.68,0,1.84,22
"90917","Carlos Eduardo Ferreira de Souza","Carlos Eduardo","Atacante","Dúvida","Athletico-PR",4.7,7.16,0.56,4.16,29
"101413","Gustavo Adolfo Torres Grueso","Gustavo Torres","Atacante","Nulo","Vasco",0,4.51,0,1.34,8
"70784","Joao Robin Rojas Mendoza","Joao Rojas","Atacante","Nulo","São Paulo",1,4.89,-1.11,1,1
"104664","Cauê Vinicius dos Santos","Cauê","Atacante","Nulo","Corinthians",0,1,0,0,0
"72386","Hernane Vidal Souza","Hernane","Atacante","Nulo","Sport",0,2.85,0,1.35,22
"105201","Vinícius Santana da Silva","Vinícius Popó","Atacante","Nulo","Sport",0,2,0,0,0
"105841","Iván Darío Angulo Cortés","Iván Angulo","Atacante","Nulo","Botafogo",0,2.77,0,-0.93,3
"111408","Felipe Augusto da Silva","Felipe Augusto","Atacante","Nulo","Corinthians",0,1,0,0,0
"110303","Igor Torres da Silva","Igor Torres","Atacante","Nulo","Fortaleza",0,1.62,0,3.5,5
"102292","Marcos Vinícius Sousa Natividade","Marquinhos","Atacante","Provável","Sport",3.7,7.02,0.17,2.94,30
"109497","Marcos Leonardo Santos Almeida","Marcos Leonardo","Atacante","Nulo","Santos",-0.6,1.28,-1.64,1.83,16
"69102","Eduardo Jesús Vargas Rojas","Vargas","Atacante","Nulo","Atlético-MG",-0.6,8.67,-0.17,3.02,13
"109656","Andrés Felipe Amaya Rivera","Amaya","Atacante","Nulo","Internacional",0,1,0,0,0
"105411","Marcelo Ryan Silvestre dos Santos","Marcelo Ryan ","Atacante","Nulo","Bahia",0,0.89,0,0.5,1
"104678","Tiago Rodrigues dos Reis","Tiago Reis","Atacante","Nulo","Vasco",-0.1,2.04,-0.24,-0.01,7
"62128","Walter Henrique da Silva","Walter","Atacante","Nulo","Athletico-PR",0,2.72,0,0.2,16
"104500","Luis Phelipe de Souza Figueiredo","Luis Phelipe","Atacante","Nulo","Bragantino",0,5.07,0,2.12,11
"109639","Gabriel Novaes Fernandes","Gabriel Novaes","Atacante","Nulo","Bahia",1,3.91,-0.58,2.48,13
"102797","Pablo Thiago Ferreira Thomaz","Pablo Thomaz","Atacante","Dúvida","Coritiba",0,1.01,0,0.86,11
"103445","Kaio Jorge Pinto Ramos","Kaio Jorge","Atacante","Contundido","Santos",0,4.16,0,1.9,28
"105837","Guilherme da Silva Azevedo","Guilherme Azevedo","Atacante","Nulo","Grêmio",0,1.69,0,1.47,8
"110193","Lázaro Vinicius Marques","Lázaro","Atacante","Nulo","Flamengo",0,2.35,0,0,1
"98740","Fernando José Pacheco Rivas","Fernando Pacheco","Atacante","Nulo","Fluminense",0,2.35,0,0.7,14
"90715","Luiz Fernando Moraes dos Santos","Luiz Fernando ","Atacante","Contundido","Grêmio",0,4.6,0,1.36,22
"110635","Brayan Damián Lucumí Lucumí","Brayan Lucumí ","Atacante","Dúvida","Coritiba",0,3.31,0,0.67,3
"97450","Gustavo Henric da Silva","Gustavo Mosquito","Atacante","Nulo","Corinthians",-0.3,3.82,-0.46,3.64,21
"109406","Edilson Matos dos Santos Júnior","Edilson","Atacante","Nulo","Bahia",0,1,0,0,0
"101715","Alerrandro Barra Mansa Realino de Souza","Alerrandro","Atacante","Nulo","Bragantino",0,9.76,0,4.34,16
"75295","José Paolo Guerrero Gonzales","Paolo Guerrero","Atacante","Contundido","Internacional",0,20.81,0,11.2,3
"91201","Eduardo Gabriel Aquino Cossa","Pepê","Atacante","Nulo","Grêmio",1.6,14,0.05,5.78,29
"110759","John Kennedy Batista de Souza","John Kennedy","Atacante","Nulo","Fluminense",-0.1,2.45,-1.34,3.9,6
"110416","Brayan Diogo Ijorski Kruger","Brayan","Atacante","Nulo","Santos",0,1,0,0,0
"86444","Pablo Dyego da Silva Rosa","Pablo Dyego","Atacante","Nulo","Fluminense",0,2,0,0,0
"97245","Janderson Santos de Souza","Janderson","Atacante","Dúvida","Atlético-GO",0.4,5.62,-0.6,2.86,31
"105909","Vinicius Alessandro Mingotti","Vinicius Mingotti","Atacante","Nulo","Athletico-PR",0,7.3,0,2.1,5
"98289","Diego Churín Puyo","Churín","Atacante","Provável","Grêmio",0,8.52,-1.36,3.47,12
"92696","Renato Kayzer de Souza","Renato Kayzer","Atacante","Provável","Athletico-PR",-0.7,7.13,-0.26,4.07,30
"99392","Michael Richard Delgado de Oliveira","Michael","Atacante","Nulo","Flamengo",0,4.59,0,0.71,19
"73446","Éderson Alves Ribeiro Silva","Éderson","Atacante","Nulo","Fortaleza",0,2.15,0,-0.08,6
"68895","Wellington Alves da Silva","Wellington Silva","Atacante","Nulo","Fluminense",0,5.53,0,2.74,21
"110928","Lucas Emmanuel Araujo Macedo","Lucão","Atacante","Nulo","Goiás",0,1,0,0,0
"105318","Guilherme da Silva Gonçalves","Guilherme Bala","Atacante","Nulo","Flamengo",0,1,0,0,0
"104282","Thiago Fernandes Rodrigues","Thiago Fernandes","Atacante","Nulo","Flamengo",0,1,0,0,0
"72772","Luiz Adriano de Souza da Silva","Luiz Adriano","Atacante","Nulo","Palmeiras",-1.2,9.96,-0.74,4.03,19
"110557","Toko Filipe Batucissa António","Toko Filipe","Atacante","Nulo","Vasco",0,2,0,0,0
"69138","Pablo Felipe Teixeira","Pablo","Atacante","Provável","São Paulo",-2,6.41,-1.04,1.64,23
"110916","Ronald Pereira Martins","Ronald","Atacante","Nulo","Atlético-GO",0,1,0,0,0
"77959","Jonathan Copete Valencia","Copete","Atacante","Nulo","Santos",0,4,0,0,0
"110415","Ângelo Gabriel Borges Damaceno","Ângelo","Atacante","Provável","Santos",-0.1,0.79,-0.16,0.15,8
"105998","Vinícius dos Santos de Oliveira Paiva","Vinícius","Atacante","Nulo","Vasco",0,2.38,0,0.59,15
"38279","Wellington Pereira do Nascimento","Wellington Paulista","Atacante","Provável","Fortaleza",-0.1,7.39,-0.17,2.66,31
"100977","Ygor de Oliveira Ferreira","Ygor Catatau","Atacante","Nulo","Vasco",-0.7,2.13,-0.05,1.36,14
"109626","Davi Machado dos Santos Araújo","Davi Araújo","Atacante","Nulo","Botafogo",-0.1,0.99,-0.09,0.78,10
"82407","Francisco Hyun Sol Kim","Chico","Atacante","Provável","Atlético-GO",0,4.8,0,2.57,30
"84817","Robson dos Santos Fernandes","Robson","Atacante","Nulo","Coritiba",6.7,9.81,1.43,3.98,30
"110744","Andrey Rafael Quintino dos Santos","Andrey Quintino","Atacante","Nulo","Santos",0,1,0,0,0
"110235","João Victor Vaz Lopes Pinto","Vitinho","Atacante","Nulo","Botafogo",0,1,0,0,0
"105301","Jan Carlos Hurtado Anchico","Hurtado","Atacante","Nulo","Bragantino",0,2.13,-0.13,0.92,21
"42116","Willian Gomes de Siqueira","Willian","Atacante","Nulo","Palmeiras",0,9.51,0,3.3,26
"78435","Victor Vinícius Coelho dos Santos","Vitinho","Atacante","Nulo","Flamengo",0,6.52,0,2.32,28
"110690","João Victor Tavares de Souza","João Tavares","Atacante","Nulo","Internacional",0,1,0,0,0
"92290","Matheus Antonio Souza dos Santos","Matheus Pato","Atacante","Nulo","Fluminense",0,2,0,0,0
"110884","Willian dos Santos Silva","Willian","Atacante","Nulo","Fortaleza",0,1,0,0,0
"94138","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","Atacante","Provável","Ceará",9,6.92,1.77,1.78,10
"101885","Jonas Gabriel da Silva Nunes","Toró","Atacante","Nulo","São Paulo",-0.6,2.73,-0.19,0.67,11
"99119","Lucas Braga Ribeiro","Lucas Braga","Atacante","Nulo","Santos",1,3.53,-0.84,2.06,29
"104660","Vinícius Lopes da Silva","Vinícius","Atacante","Provável","Goiás",4.8,5.98,-0.39,4.21,25
"80076","José Roberto Assunção de Araújo Filho","Zé Roberto","Atacante","Dúvida","Atlético-GO",1.8,5.2,0.24,2.37,22
"110373","Sandro Diego de Moraes Bueno","Sandrinho","Atacante","Nulo","Goiás",0,0.79,0,-1.25,2
"107555","Guilherme da Trindade Dubas","Guilherme Biro","Atacante","Provável","Coritiba",-1.5,0.98,-0.43,0.15,7
"91151","Everaldo Silva do Nascimento","Everaldo ","Atacante","Nulo","Corinthians",0,3.74,0,2.18,7
"100333","Paulo Henrique Pereira da Silva","Paulinho Bóia","Atacante","Nulo","São Paulo",0,4.15,0,2.52,12
"110210","Christian Henrique Mora De Oliveira Silva","Christian","Atacante","Nulo","Fluminense",0,0.78,0,0,1
"78580","Jonathan Renato Barbosa","Jonathan Cafu","Atacante","Nulo","Corinthians",0,4.67,0,1.85,2
"110632","Luiz Filipe dos Reis Silva","Luiz Filipe","Atacante","Nulo","Atlético-MG",0,1,0,0,0
"98952","Leonardo Natel Vieira","Léo Natel","Atacante","Provável","Corinthians",-0.3,3.97,-1.55,1.96,24
"94976","José Joaquim de Carvalho","Zeca","Atacante","Nulo","Goiás",0,0.75,0,-1.07,3
"79631","Germán Ezequiel Cano","Cano","Atacante","Provável","Vasco",-0.4,12.58,0.53,4.58,31
"68835","Roberson de Arruda Alves","Roberson","Atacante","Dúvida","Atlético-GO",0.4,4.51,-1.12,3.16,7
"101483","Isaque Elias Brito","Isaque","Atacante","Nulo","Grêmio",0.3,5.03,-1.46,2.62,22
"86227","Andrew Erik Feitosa","Morato","Atacante","Nulo","Bragantino",0,2.04,0,0.29,18
"93988","Breno Henrique Vasconcelos Lopes","Breno Lopes","Atacante","Provável","Palmeiras",5.3,4.29,-0.15,2,11
"86797","Raniel Santana de Vasconcelos","Raniel","Atacante","Contundido","Santos",0,5.16,0,2.95,4
"103765","Fabricio do Nascimento Biato","Fabrício","Atacante","Nulo","Palmeiras",0,1.13,0,0.5,2
"102598","Hélio Júnio Nunes de Castro","Helinho","Atacante","Nulo","Bragantino",0,5.24,0,3.97,12
"68952","Mário Sérgio Santos Costa","Marinho","Atacante","Nulo","Santos",1.6,23.82,-1.31,10.25,26
"62033","José Fernando Viana de Santana","Fernandão","Atacante","Provável","Goiás",3.2,5.93,-1.1,3.86,20
"93956","Edson Fernandes Botelho Júnior","Edson Júnior","Atacante","Nulo","Atlético-GO",0,1,0,0,0
"101717","Marrony da Silva Liberato","Marrony","Atacante","Nulo","Atlético-MG",6,9.85,0.27,2.53,28
"105533","Matheus Alvarenga de Oliveira","Davó","Atacante","Nulo","Corinthians",0,1.96,0,3.7,4
"71640","Ronaldo Henrique Silva","Ronaldo Silva","Atacante","Nulo","Sport",0,0.81,0,-2.2,3
"104459","Rick Jhonatan Lima Morais","Rick","Atacante","Nulo","Ceará",2.7,1.3,0.52,1.05,7
"87679","Santiago Tréllez Vivero","Tréllez","Atacante","Nulo","São Paulo",0,2.55,0,0.4,7
"101960","Vitor Hugo Naum dos Santos","Vitinho","Atacante","Nulo","Athletico-PR",0.4,12.94,-1.31,4.67,13
"110598","Marino Hinestroza Angulo","Marino","Atacante","Nulo","Palmeiras",0,1,0,0,0
"102276","Alexander Lecaros Aragón","Lecaros","Atacante","Nulo","Botafogo",0,2.38,0,0.84,8
"83772","Neilton Meira Mestzk","Neilton","Atacante","Nulo","Coritiba",1.8,6.38,-0.32,3.55,23
"107266","Pedro Henrique Marinho Maria","Pedro Marinho","Atacante","Nulo","Goiás",0,1.28,0,2.3,1
"102667","Nathan Uilian Fogaça","Nathan ","Atacante","Nulo","Coritiba",0,1,0,0.12,12
"91607","Ronielson da Silva Barbosa","Rony","Atacante","Nulo","Palmeiras",0.9,9.25,-0.38,3.27,18
"102796","Julimar Silva Oliveira Júnior","Julimar","Atacante","Nulo","Athletico-PR",0,1,0,0,0
"110915","João Maria Gomes de Almeida","João Maria","Atacante","Nulo","Atlético-GO",0,1,0,0,0
"100762","Guilherme Bissoli Campos","Bissoli","Atacante","Nulo","Athletico-PR",0.8,2.29,-0.79,0.92,12
"53148","Ytalo José Oliveira dos Santos","Ytalo","Atacante","Provável","Bragantino",-0.5,6.45,-1.12,3.72,29
"38138","João Alves de Assis Silva","Jô","Atacante","Nulo","Corinthians",-0.2,9.55,0.03,2.31,21
"105811","Wesley Ribeiro Silva","Wesley","Atacante","Nulo","Palmeiras",-0.2,4.94,-1.79,4.25,14
"102299","Mikael Filipe Viana","Mikael","Atacante","Nulo","Sport",0,2.56,0,1.01,13
"100652","Yuri Alberto Monteiro da Silva","Yuri Alberto","Atacante","Provável","Internacional",3.9,4.92,-0.04,4.84,22
"97062","Juan Pablo Ramírez Velásquez","Juan Ramírez","Atacante","Contundido","Bahia",0,3.78,0,3.12,8
"104134","Fabrício do Rosário dos Santos","Fabrício","Atacante","Nulo","Grêmio",0,0.91,0,0.7,2
"97461","Robson José Brilhante Martins","Robinho","Atacante","Nulo","Bragantino",0,2.03,0,1.46,5
"107092","Maxwell Lima Santos Silva","Maxwell","Atacante","Nulo","Sport",0,2.1,0,0.95,4
"106820","Leonardo Alves Chú Franco","Léo Chú","Atacante","Provável","Ceará",2.9,3.81,0.96,3.6,20
"104414","Guilherme Santos da Silva","Guilherme Santos","Atacante","Nulo","Atlético-MG",0,1,0,0,0
"61188","Gilberto Oliveira Souza Júnior","Gilberto","Atacante","Provável","Bahia",3,8.85,-1.78,4,26
"110623","João Vitor Moreira Dos Santos","Robinho","Atacante","Nulo","Coritiba",0,1,0,0,0
"94583","Pedro Guilherme Abreu dos Santos","Pedro","Atacante","Nulo","Flamengo",-1.3,5.52,-0.58,3.74,30
"74159","Abel Mathías Hernández Platero","Abel Hernández","Atacante","Nulo","Internacional",0,6.99,0,2.28,22
"91502","Ezequiel Cerutti","Cerutti","Atacante","Nulo","Coritiba",0,5.22,0,0.3,7
