"ID_Atleta","Nome_Atleta","Apelido","Posição","Status","Clube","Pontos","Preço","Variação","Média","Jogos"
"108713","Antonio Javier Galeano Ferreira","Galeano","Atacante","Nulo","São Paulo",0.4,0.96,-0.28,0.9,3
"61149","Lucca Borges Brito","Lucca","Atacante","Provável","Fluminense",9.6,6.36,1.76,2.97,15
"94444","Matheus Barcelos da Silva","Matheus Babi","Atacante","Nulo","Botafogo",8.4,9.11,1.39,3.47,30
"107112","Rodrigo Muniz Carvalho","Rodrigo Muniz","Atacante","Nulo","Flamengo",0,1.62,0,0.69,10
"68911","Diego Souza de Andrade","Diego Souza","Atacante","Nulo","Grêmio",-0.8,9.45,-1.25,4.16,22
"105770","Rafael Navarro Leal","Rafael Navarro","Atacante","Provável","Botafogo",-0.1,1.89,-0.81,4.53,4
"101290","Aldemir dos Santos Ferreira","Ferreira","Atacante","Provável","Grêmio",-2.4,4.16,-0.19,2.21,19
"42222","Osvaldo Lourenço Filho","Osvaldo","Atacante","Nulo","Fortaleza",0.8,5.78,-0.03,1.98,32
"103645","Marcos Paulo Costa do Nascimento","Marcos Paulo","Atacante","Nulo","Fluminense",0,5.7,0,2.58,23
"83257","Gabriel Barbosa Almeida","Gabriel","Atacante","Provável","Flamengo",8.7,13.69,0.37,6.26,23
"101398","Chrigor Flores Moraes","Chrigor","Atacante","Nulo","Bragantino",0,1.43,0,0.02,5
"38162","Frederico Chaves Guedes","Fred","Atacante","Provável","Fluminense",-2.2,3.07,-0.37,1.98,21
"110689","Maximiliano Ezequiel Zalazar","Maxi Salazar","Atacante","Nulo","Internacional",0,1,0,0,0
"100290","Lucas Henrique Ferreira Venuto","Lucas Venuto","Atacante","Nulo","Sport",0,1.95,0,0.89,8
"88072","Douglas Baggio de Oliveira Costa","Douglas Baggio","Atacante","Nulo","Goiás",0,4.06,0.06,1.87,23
"81898","Osman de Menezes Venâncio Junior","Osman","Atacante","Provável","Coritiba",0.5,2.58,0.26,-0.03,4
"68696","Bergson Gustavo Silveira da Silva","Bergson","Atacante","Nulo","Fortaleza",-0.6,2.18,-0.17,1.72,15
"83817","Clayson Henrique da Silva Vieira","Clayson","Atacante","Nulo","Bahia",0,4.53,0,2.09,17
"105111","Bruno Henrique Marques Torres","Bruno Marques","Atacante","Provável","Santos",-2.3,3.78,-0.86,2.93,12
"107745","Caio Vidal Rocha","Caio","Atacante","Provável","Internacional",4.6,4.85,0.1,3.45,13
"102295","Luan Silva dos Santos","Luan Silva","Atacante","Contundido","Palmeiras",0,2,0,0,0
"107195","Jair Diego Alves de Brito","Jajá","Atacante","Nulo","Athletico-PR",0,1,0,0,0
"37655","Rafael Martiniano de Miranda Moura","Rafael Moura","Atacante","Provável","Goiás",2.5,6.3,-1.05,2.45,26
"107263","Eduardo Figueiredo da Cruz","Índio","Atacante","Nulo","Goiás",2,1.77,0.77,1.26,11
"91242","Leandro Barcia Montero","Leandro Barcia","Atacante","Contundido","Sport",0,7.56,0,2.94,16
"107238","Marcelo José de Lima Filho","Marcelinho","Atacante","Nulo","Palmeiras",0,1.36,0,2.7,1
"80287","Luciano da Rocha Neves","Luciano","Atacante","Provável","São Paulo",-1.5,9.34,-1.67,6.14,26
"106826","Danilo Gomes Magalhães","Danilo Gomes","Atacante","Provável","Atlético-GO",0.4,1.26,0,1.55,12
"96966","Arthur Gomes Lourenço","Arthur Gomes","Atacante","Provável","Santos",0,3.33,0,1.59,20
"110561","Alyson José da Motta","Alyson","Atacante","Nulo","Goiás",0,2.85,0,6.6,1
"92630","Claudio Luiz Rodrigues Parisi Leonel","Claudinho","Atacante","Provável","Bragantino",5.1,15.87,0.48,6.81,33
"86485","Marcos da Silva França","Keno","Atacante","Provável","Atlético-MG",2.9,13.51,-0.35,6.38,28
"91702","Leandro Henrique do Nascimento","Leandrinho","Atacante","Nulo","Bragantino",0,2,-0.33,0.78,11
"107760","Leonardo Ferreira Gonçalves","Léo Ferreira","Atacante","Nulo","Internacional",0,1.45,0,1.5,1
"110914","Rian Almeida Lopes","Rian","Atacante","Nulo","Atlético-GO",0,1,0,0,0
"87258","Yeferson Julio Soteldo Martínez","Soteldo","Atacante","Nulo","Santos",3.4,7.17,0.33,3.15,23
"109404","Thiago Eduardo de Andrade","Thiago Andrade","Atacante","Nulo","Bahia",-1.9,0.96,-0.43,3,7
"104646","Warley Leandro da Silva","Warley","Atacante","Provável","Botafogo",12.8,4.55,2.09,2.02,12
"107194","Iago André Pires de Oliveira","Iago","Atacante","Nulo","Athletico-PR",0,1,0,0,0
"104125","Cléber Bomfim de Jesus","Cléber","Atacante","Nulo","Ceará",0,10.09,0,2.81,32
"103764","Gabriel Veron Fonseca de Souza","Gabriel Veron","Atacante","Nulo","Palmeiras",0,7.57,0,3.62,17
"109463","Sávio Moreira de Oliveira","Sávio","Atacante","Nulo","Atlético-MG",0,0.78,0,0.74,7
"106880","Vinícius Rayan Pereira dos Santos","Rayan","Atacante","Nulo","Ceará",0,1,0,0,0
"98274","Saulo Rodrigues da Silva","Saulo Mineiro","Atacante","Nulo","Ceará",7.4,4.18,1.18,1.74,16
"69524","Salomon Armand Magloire Kalou","Kalou","Atacante","Nulo","Botafogo",0,6.9,0,1.67,20
"98672","Jefferson David Savarino Quintero","Savarino","Atacante","Provável","Atlético-MG",5.7,7.17,0.81,3.38,28
"110994","Samuel Salustiano de Jesus Silva","Samuel","Atacante","Nulo","Fluminense",0,3.2,0,4.5,2
"90309","David Correa da Fonseca","David","Atacante","Provável","Fortaleza",1.9,5.37,0.38,3.06,30
"81798","Rosicley Pereira da Silva","Rossi","Atacante","Provável","Bahia",8.6,6.77,-0.44,2.25,28
"109114","Matheus Nascimento de Paula","Matheus Nascimento","Atacante","Nulo","Botafogo",-0.1,0.87,-0.1,1.6,7
"110603","Pedro Acácio Monteiro da Silva","Pedro Acácio","Atacante","Nulo","Palmeiras",0,0.84,0,0.65,2
"70360","Eduardo Colcenti Antunes","Eduardo Sasha","Atacante","Provável","Atlético-MG",0.8,8.03,-1.4,3.44,29
"101796","Gonzalo Rodrigo Carneiro Méndez","Gonzalo Carneiro","Atacante","Nulo","São Paulo",0,2.74,0,1.69,9
"107976","Robson Santos Do Carmo Junior","Robinho","Atacante","Nulo","Palmeiras",0,1,0,0,0
"109282","Luiz Henrique André Rosa da Silva","Luiz Henrique","Atacante","Provável","Fluminense",6.5,4.12,1.05,2.81,25
"97995","Dalberto Luan Belo","Dalberto","Atacante","Provável","Sport",3.6,4.53,0.66,2.53,13
"93303","Leandro Miguel Fernández","Leandro Fernández","Atacante","Nulo","Internacional",0,5.25,0,1.03,9
"84523","José Romário Silva de Souza","Romarinho","Atacante","Provável","Fortaleza",1.5,8.35,0.18,3.04,29
"101201","Francisco Vítor Silva Costa","Victor Jacaré","Atacante","Nulo","Ceará",0,5.39,0,1.42,9
"109464","João Pedro Sacramento da Silva","João Pedro Silva","Atacante","Nulo","Bahia",0,1,0,0,0
"104578","Tailson Pinto Gonçalves","Tailson","Atacante","Nulo","Santos",0,2.21,0,0.63,11
"102958","Rhuan Silveira Castro","Rhuan","Atacante","Nulo","Botafogo",0,2.71,0,1.61,21
"110687","Vinicius Silveira de Mello","Vinicius Silveira","Atacante","Nulo","Internacional",0,1,0,0,0
"107954","Renyer Luan de Oliveira Damasceno","Renyer","Atacante","Nulo","Santos",0,3,0,0,0
"90285","Bruno Henrique Pinto","Bruno Henrique","Atacante","Provável","Flamengo",3.9,13.1,-0.37,5.14,28
"104420","Reinaldo Nascimento Satorno","Reinaldo","Atacante","Nulo","Athletico-PR",0,2.25,0,0.86,10
"38231","Diego Tardelli Martins","Diego Tardelli","Atacante","Nulo","Atlético-MG",0,7.16,0,0.6,2
"38910","Ricardo de Oliveira","Ricardo Oliveira","Atacante","Provável","Coritiba",-0.2,5.65,-0.19,1.23,16
"95799","Artur Victor Guimarães","Artur","Atacante","Provável","Bragantino",4.8,12.45,0.43,3.66,31
"105786","Talles Magno Bacelar Martins","Talles Magno","Atacante","Provável","Vasco",2.7,10.1,0.03,3.41,30
"40006","Abel Carlos da Silva Braga","Abel Braga","Técnico","Provável","Internacional",2.9,11.22,-0.24,3.73,17
"41929","Renato Portaluppi","Renato Gaúcho","Técnico","Provável","Grêmio",4.75,12.67,0.74,3.76,34
"37245","Augusto Sérgio Ferreira","Guto Ferreira","Técnico","Provável","Ceará",6.65,10.21,0.96,3.8,36
"70800","Jorge Sampaoli","Jorge Sampaoli","Técnico","Provável","Atlético-MG",3.65,14,-0.08,4.28,33
"62137","Enderson Alves Moreira","Enderson Moreira","Técnico","Provável","Fortaleza",0.51,5.63,-0.19,2.6,17
"111079","Marcos César Vizolli","Marcos Vizolli","Técnico","Provável","São Paulo",0.06,7.65,-0.71,1.65,3
"110506","Abel Fernando Moreira Ferreira","Abel Ferreira","Técnico","Provável","Palmeiras",2.28,11.92,-0.88,4.5,13
"97341","Rogério Ceni","Rogério Ceni","Técnico","Provável","Flamengo",3.06,8.6,-0.03,3.9,34
"109638","Glauber Ramos da Silva","Glauber Ramos","Técnico","Provável","Goiás",5.98,6.69,0.05,3.87,15
"91274","Marcelo Faria Fernandes","Marcelo Fernandes","Técnico","Provável","Santos",0,10.96,0,0,0
"92180","Jair Ventura","Jair Ventura","Técnico","Provável","Sport",0.94,7.01,-0.57,2.82,30
"82792","Maurício Nogueira Barbieri","Maurício Barbieri","Técnico","Provável","Bragantino",4.61,8.7,0.06,3.87,29
"37333","Marcelo Ribeiro Cabo","Marcelo Cabo","Técnico","Provável","Atlético-GO",3.25,9.37,0.2,3.37,16
"73975","Luis Eduardo Barros Cavalcanti","Dado Cavalcanti","Técnico","Provável","Bahia",7.95,9.37,1.04,3.78,10
"103582","Lúcio Flávio dos Santos","Lúcio Flávio","Técnico","Provável","Botafogo",5.87,6.69,1.52,4,3
"36943","Paulo César Autuori de Mello","Paulo Autuori","Técnico","Provável","Athletico-PR",1.25,8.62,-0.1,3.35,31
"41327","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","Técnico","Provável","Vasco",4.6,10.35,0.69,3.26,24
"88881","Gustavo Eliseo Morínigo Vázquez","Gustavo Morínigo","Técnico","Provável","Coritiba",1.16,8.11,-0.1,2.83,8
"73476","Marco Aurélio de Oliveira Breves","Marcão","Técnico","Provável","Fluminense",1.74,9.96,-0.62,4.59,11
"39850","Vagner Carmo Mancini","Vagner Mancini","Técnico","Provável","Corinthians",3.93,7.9,0.28,3.74,29
